city_name;city_code;Indicator;unit;year;value
Liguria;ITC3;Proportion of population aged 25-44 years;Percentage;2016;22.2
Liguria;ITC3;Proportion of population aged 25-44 years;Percentage;2020;20.4
Liguria;ITC3;Proportion of population aged 25-44 years;Percentage;2022;19.9
Liguria;ITC3;Proportion of population aged 25-49 years;Percentage;2016;30.4
Liguria;ITC3;Proportion of population aged 25-49 years;Percentage;2020;28.2
Liguria;ITC3;Proportion of population aged 25-49 years;Percentage;2022;27.3
Liguria;ITC3;Proportion of population aged 30-34 years;Percentage;2016;4.7
Liguria;ITC3;Proportion of population aged 30-34 years;Percentage;2020;4.7
Liguria;ITC3;Proportion of population aged 30-34 years;Percentage;2022;4.8
Liguria;ITC3;Proportion of population aged 35-39 years;Percentage;2016;5.6
Liguria;ITC3;Proportion of population aged 35-39 years;Percentage;2020;5.0
Liguria;ITC3;Proportion of population aged 35-39 years;Percentage;2022;4.9
Liguria;ITC3;Proportion of population aged 40-44 years;Percentage;2016;7.4
Liguria;ITC3;Proportion of population aged 40-44 years;Percentage;2020;6.1
Liguria;ITC3;Proportion of population aged 40-44 years;Percentage;2022;5.6
Liguria;ITC3;Proportion of population aged 40-59 years;Percentage;2016;30.9
Liguria;ITC3;Proportion of population aged 40-59 years;Percentage;2020;30.5
Liguria;ITC3;Proportion of population aged 40-59 years;Percentage;2022;30.0
Liguria;ITC3;Proportion of population aged 45-49 years;Percentage;2016;8.2
Liguria;ITC3;Proportion of population aged 45-49 years;Percentage;2020;7.8
Liguria;ITC3;Proportion of population aged 45-49 years;Percentage;2022;7.4
Liguria;ITC3;Proportion of population aged 45-64 years;Percentage;2016;29.9
Liguria;ITC3;Proportion of population aged 45-64 years;Percentage;2020;31.4
Liguria;ITC3;Proportion of population aged 45-64 years;Percentage;2022;31.7
Liguria;ITC3;Proportion of population aged 50-54 years;Percentage;2016;8.2
Liguria;ITC3;Proportion of population aged 50-54 years;Percentage;2020;8.5
Liguria;ITC3;Proportion of population aged 50-54 years;Percentage;2022;8.3
Liguria;ITC3;Proportion of population aged 50-64 years;Percentage;2016;21.7
Liguria;ITC3;Proportion of population aged 50-64 years;Percentage;2020;23.6
Liguria;ITC3;Proportion of population aged 50-64 years;Percentage;2022;24.3
Liguria;ITC3;Proportion of population aged 55-59 years;Percentage;2016;7.1
Liguria;ITC3;Proportion of population aged 55-59 years;Percentage;2020;8.1
Liguria;ITC3;Proportion of population aged 55-59 years;Percentage;2022;8.6
Liguria;ITC3;Proportion of population aged 5-9 years;Percentage;2016;4.0
Liguria;ITC3;Proportion of population aged 5-9 years;Percentage;2020;3.7
Liguria;ITC3;Proportion of population aged 5-9 years;Percentage;2022;3.6
Liguria;ITC3;Proportion of population aged 60-64 years;Percentage;2016;6.4
Liguria;ITC3;Proportion of population aged 60-64 years;Percentage;2020;7.0
Liguria;ITC3;Proportion of population aged 60-64 years;Percentage;2022;7.4
Liguria;ITC3;Proportion of population aged 60-79 years;Percentage;2016;25.2
Liguria;ITC3;Proportion of population aged 60-79 years;Percentage;2020;25.5
Liguria;ITC3;Proportion of population aged 60-79 years;Percentage;2022;25.8
Liguria;ITC3;Proportion of population aged 60 years and more;Percentage;2016;34.6
Liguria;ITC3;Proportion of population aged 60 years and more;Percentage;2020;35.7
Liguria;ITC3;Proportion of population aged 60 years and more;Percentage;2022;36.2
Liguria;ITC3;Proportion of population aged 65-69 years;Percentage;2016;7.0
Liguria;ITC3;Proportion of population aged 65-69 years;Percentage;2020;6.3
Liguria;ITC3;Proportion of population aged 65-69 years;Percentage;2022;6.4
Liguria;ITC3;Proportion of population aged 65-79 years;Percentage;2016;18.9
Liguria;ITC3;Proportion of population aged 65-79 years;Percentage;2020;18.5
Liguria;ITC3;Proportion of population aged 65-79 years;Percentage;2022;18.4
Liguria;ITC3;Proportion of population aged 65 years and more;Percentage;2016;28.2
Liguria;ITC3;Proportion of population aged 65 years and more;Percentage;2020;28.7
Liguria;ITC3;Proportion of population aged 65 years and more;Percentage;2022;28.9
Liguria;ITC3;Proportion of population aged 70-74 years;Percentage;2016;5.8
Liguria;ITC3;Proportion of population aged 70-74 years;Percentage;2020;6.5
Liguria;ITC3;Proportion of population aged 70-74 years;Percentage;2022;6.5
Liguria;ITC3;Proportion of population aged 75-79 years;Percentage;2016;6.0
Liguria;ITC3;Proportion of population aged 75-79 years;Percentage;2020;5.7
Liguria;ITC3;Proportion of population aged 75-79 years;Percentage;2022;5.5
Liguria;ITC3;Proportion of population aged 80-84 years;Percentage;2016;4.6
Liguria;ITC3;Proportion of population aged 80-84 years;Percentage;2020;5.0
Liguria;ITC3;Proportion of population aged 80-84 years;Percentage;2022;5.1
Liguria;ITC3;Proportion of population aged 80 years and more;Percentage;2016;9.4
Liguria;ITC3;Proportion of population aged 80 years and more;Percentage;2020;10.2
Liguria;ITC3;Proportion of population aged 80 years and more;Percentage;2022;10.4
Liguria;ITC3;Proportion of population aged 85 years and more;Percentage;2016;4.8
Liguria;ITC3;Proportion of population aged 85 years and more;Percentage;2020;5.2
Liguria;ITC3;Proportion of population aged 85 years and more;Percentage;2022;5.3
Liguria;ITC3;Young-age dependency ratio 1st variant (population 0 to 14 years to population 15 to 64 years);Percentage;2016;19.0
Liguria;ITC3;Young-age dependency ratio 1st variant (population 0 to 14 years to population 15 to 64 years);Percentage;2020;18.2
Liguria;ITC3;Young-age dependency ratio 1st variant (population 0 to 14 years to population 15 to 64 years);Percentage;2022;17.9
Liguria;ITC3;Young-age dependency ratio 2nd variant (population 0 to 19 years to population 20 to 59 years);Percentage;2016;31.0
Liguria;ITC3;Young-age dependency ratio 2nd variant (population 0 to 19 years to population 20 to 59 years);Percentage;2020;30.9
Liguria;ITC3;Young-age dependency ratio 2nd variant (population 0 to 19 years to population 20 to 59 years);Percentage;2022;31.0
Liguria;ITC3;Young-age dependency ratio 3rd variant (population 0 to 19 years to population 20 to 64 years);Percentage;2016;27.5
Liguria;ITC3;Young-age dependency ratio 3rd variant (population 0 to 19 years to population 20 to 64 years);Percentage;2020;27.0
Liguria;ITC3;Young-age dependency ratio 3rd variant (population 0 to 19 years to population 20 to 64 years);Percentage;2022;26.9
Liguria;ITC3;Young-age dependency ratio 4th variant (population 0 to 24 years to population 25 to 64 years);Percentage;2022;37.8
Molise;ITF2;Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years);Percentage;2016;54.7
Molise;ITF2;Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years);Percentage;2020;57.3
Molise;ITF2;Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years);Percentage;2022;59.1
Molise;ITF2;Age dependency ratio, 2nd variant (population 0 to 19 years and 60 years or over to population 20 to 59 years);Percentage;2016;87.0
Molise;ITF2;Age dependency ratio, 2nd variant (population 0 to 19 years and 60 years or over to population 20 to 59 years);Percentage;2020;92.1
Molise;ITF2;Age dependency ratio, 2nd variant (population 0 to 19 years and 60 years or over to population 20 to 59 years);Percentage;2022;96.1
Molise;ITF2;Age dependency ratio, 3rd variant (population 0 to 19 years and 65 years or over to population 20 to 64 years);Percentage;2016;66.8
Molise;ITF2;Age dependency ratio, 3rd variant (population 0 to 19 years and 65 years or over to population 20 to 64 years);Percentage;2020;69.2
Molise;ITF2;Age dependency ratio, 3rd variant (population 0 to 19 years and 65 years or over to population 20 to 64 years);Percentage;2022;71.2
Molise;ITF2;Age dependency ratio, 4th variant (population 0 to 24 years and 65 years or over to population 25 to 64 years);Percentage;2022;87.1
Molise;ITF2;Median age of population - females;Year;2016;48.3
Molise;ITF2;Median age of population - females;Year;2020;50.4
Molise;ITF2;Median age of population - females;Year;2022;51.3
Molise;ITF2;Median age of population;Year;2016;46.7
Molise;ITF2;Median age of population;Year;2020;48.7
Molise;ITF2;Median age of population;Year;2022;49.7
Molise;ITF2;Median age of population - males;Year;2016;45.1
Molise;ITF2;Median age of population - males;Year;2020;47.0
Molise;ITF2;Median age of population - males;Year;2022;48.0
Molise;ITF2;Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years);Percentage;2016;36.5
Molise;ITF2;Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years);Percentage;2020;39.7
Molise;ITF2;Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years);Percentage;2022;41.7
Molise;ITF2;Old-age dependency ratio 2nd variant (population 60 years or over to population 20 to 59 years);Percentage;2016;56.3
Molise;ITF2;Old-age dependency ratio 2nd variant (population 60 years or over to population 20 to 59 years);Percentage;2020;62.0
Molise;ITF2;Old-age dependency ratio 2nd variant (population 60 years or over to population 20 to 59 years);Percentage;2022;65.9
Molise;ITF2;Old-age dependency ratio 3rd variant (population 65 years or over to population 20 to 64 years);Percentage;2016;39.4
Molise;ITF2;Old-age dependency ratio 3rd variant (population 65 years or over to population 20 to 64 years);Percentage;2020;42.7
Molise;ITF2;Old-age dependency ratio 3rd variant (population 65 years or over to population 20 to 64 years);Percentage;2022;44.8
Molise;ITF2;Old-age dependency ratio 4th variant (population 65 years or over to population 25 to 64 years);Percentage;2022;49.0
Molise;ITF2;Women per 100 men;Percentage;2016;103.7
Molise;ITF2;Women per 100 men;Percentage;2020;103.1
Molise;ITF2;Women per 100 men;Percentage;2022;102.9
Molise;ITF2;Proportion of population aged 0-14 years;Percentage;2016;11.7
Molise;ITF2;Proportion of population aged 0-14 years;Percentage;2020;11.2
Molise;ITF2;Proportion of population aged 0-14 years;Percentage;2022;10.9
Molise;ITF2;Proportion of population aged 0-19 years;Percentage;2016;16.4
Molise;ITF2;Proportion of population aged 0-19 years;Percentage;2020;15.6
Molise;ITF2;Proportion of population aged 0-19 years;Percentage;2022;15.4
Molise;ITF2;Proportion of population aged 0-4 years;Percentage;2016;3.6
Molise;ITF2;Proportion of population aged 0-4 years;Percentage;2020;3.3
Molise;ITF2;Proportion of population aged 0-4 years;Percentage;2022;3.2
Molise;ITF2;Proportion of population aged 10-14 years;Percentage;2016;4.2
Molise;ITF2;Proportion of population aged 10-14 years;Percentage;2020;4.1
Molise;ITF2;Proportion of population aged 10-14 years;Percentage;2022;4.1
Molise;ITF2;Proportion of population aged 15-19 years;Percentage;2016;4.7
Molise;ITF2;Proportion of population aged 15-19 years;Percentage;2020;4.5
Molise;ITF2;Proportion of population aged 15-19 years;Percentage;2022;4.5
Molise;ITF2;Proportion of population aged 15-24 years;Percentage;2016;10.1
Molise;ITF2;Proportion of population aged 15-24 years;Percentage;2020;9.6
Molise;ITF2;Proportion of population aged 15-24 years;Percentage;2022;9.4
Molise;ITF2;Proportion of population aged 20-24 years;Percentage;2016;5.4
Molise;ITF2;Proportion of population aged 20-24 years;Percentage;2020;5.1
Molise;ITF2;Proportion of population aged 20-24 years;Percentage;2022;4.9
Molise;ITF2;Proportion of population aged 20-39 years;Percentage;2016;23.7
Molise;ITF2;Proportion of population aged 20-39 years;Percentage;2020;22.2
Molise;ITF2;Proportion of population aged 20-39 years;Percentage;2022;21.4
Molise;ITF2;Proportion of population aged 25-29 years;Percentage;2016;5.8
Molise;ITF2;Proportion of population aged 25-29 years;Percentage;2020;5.6
Molise;ITF2;Proportion of population aged 25-29 years;Percentage;2022;5.3
Molise;ITF2;Proportion of population aged 25-44 years;Percentage;2016;25.5
Molise;ITF2;Proportion of population aged 25-44 years;Percentage;2020;23.8
Molise;ITF2;Proportion of population aged 25-44 years;Percentage;2022;22.7
Molise;ITF2;Proportion of population aged 25-49 years;Percentage;2016;33.2
Molise;ITF2;Proportion of population aged 25-49 years;Percentage;2020;31.1
Molise;ITF2;Proportion of population aged 25-49 years;Percentage;2022;30.1
Molise;ITF2;Proportion of population aged 30-34 years;Percentage;2016;6.1
Molise;ITF2;Proportion of population aged 30-34 years;Percentage;2020;5.6
Molise;ITF2;Proportion of population aged 30-34 years;Percentage;2022;5.5
Molise;ITF2;Proportion of population aged 35-39 years;Percentage;2016;6.4
Molise;ITF2;Proportion of population aged 35-39 years;Percentage;2020;5.9
Molise;ITF2;Proportion of population aged 35-39 years;Percentage;2022;5.7
Molise;ITF2;Proportion of population aged 40-44 years;Percentage;2016;7.2
Molise;ITF2;Proportion of population aged 40-44 years;Percentage;2020;6.7
Molise;ITF2;Proportion of population aged 40-44 years;Percentage;2022;6.3
Molise;ITF2;Proportion of population aged 40-59 years;Percentage;2016;29.8
Molise;ITF2;Proportion of population aged 40-59 years;Percentage;2020;29.8
Molise;ITF2;Proportion of population aged 40-59 years;Percentage;2022;29.6
Molise;ITF2;Proportion of population aged 45-49 years;Percentage;2016;7.7
Molise;ITF2;Proportion of population aged 45-49 years;Percentage;2020;7.4
Molise;ITF2;Proportion of population aged 45-49 years;Percentage;2022;7.3
Molise;ITF2;Proportion of population aged 45-64 years;Percentage;2016;29.0
Molise;ITF2;Proportion of population aged 45-64 years;Percentage;2020;30.2
Molise;ITF2;Proportion of population aged 45-64 years;Percentage;2022;30.7
Molise;ITF2;Proportion of population aged 50-54 years;Percentage;2016;7.7
Molise;ITF2;Proportion of population aged 50-54 years;Percentage;2020;8.0
Molise;ITF2;Proportion of population aged 50-54 years;Percentage;2022;7.8
Molise;ITF2;Proportion of population aged 50-64 years;Percentage;2016;21.3
Molise;ITF2;Proportion of population aged 50-64 years;Percentage;2020;22.8
Molise;ITF2;Proportion of population aged 50-64 years;Percentage;2022;23.4
Molise;ITF2;Proportion of population aged 55-59 years;Percentage;2016;7.1
Molise;ITF2;Proportion of population aged 55-59 years;Percentage;2020;7.8
Molise;ITF2;Proportion of population aged 55-59 years;Percentage;2022;8.2
Molise;ITF2;Proportion of population aged 5-9 years;Percentage;2016;3.9
Molise;ITF2;Proportion of population aged 5-9 years;Percentage;2020;3.8
Molise;ITF2;Proportion of population aged 5-9 years;Percentage;2022;3.7
Molise;ITF2;Proportion of population aged 60-64 years;Percentage;2016;6.5
Molise;ITF2;Proportion of population aged 60-64 years;Percentage;2020;7.0
Molise;ITF2;Proportion of population aged 60-64 years;Percentage;2022;7.4
Molise;ITF2;Proportion of population aged 60-79 years;Percentage;2016;22.0
Molise;ITF2;Proportion of population aged 60-79 years;Percentage;2020;23.6
Molise;ITF2;Proportion of population aged 60-79 years;Percentage;2022;24.8
Molise;ITF2;Proportion of population aged 60 years and more;Percentage;2016;30.1
Molise;ITF2;Proportion of population aged 60 years and more;Percentage;2020;32.3
Molise;ITF2;Proportion of population aged 60 years and more;Percentage;2022;33.6
Molise;ITF2;Proportion of population aged 65-69 years;Percentage;2016;6.4
Molise;ITF2;Proportion of population aged 65-69 years;Percentage;2020;6.4
Molise;ITF2;Proportion of population aged 65-69 years;Percentage;2022;6.8
Molise;ITF2;Proportion of population aged 65-79 years;Percentage;2016;15.5
Molise;ITF2;Proportion of population aged 65-79 years;Percentage;2020;16.5
Molise;ITF2;Proportion of population aged 65-79 years;Percentage;2022;17.4
Molise;ITF2;Proportion of population aged 65 years and more;Percentage;2016;23.6
Molise;ITF2;Proportion of population aged 65 years and more;Percentage;2020;25.3
Molise;ITF2;Proportion of population aged 65 years and more;Percentage;2022;26.2
Molise;ITF2;Proportion of population aged 70-74 years;Percentage;2016;4.3
Molise;ITF2;Proportion of population aged 70-74 years;Percentage;2020;5.9
Molise;ITF2;Proportion of population aged 70-74 years;Percentage;2022;6.3
Molise;ITF2;Proportion of population aged 75-79 years;Percentage;2016;4.8
Molise;ITF2;Proportion of population aged 75-79 years;Percentage;2020;4.2
Molise;ITF2;Proportion of population aged 75-79 years;Percentage;2022;4.3
Molise;ITF2;Proportion of population aged 80-84 years;Percentage;2016;4.0
Molise;ITF2;Proportion of population aged 80-84 years;Percentage;2020;4.1
Molise;ITF2;Proportion of population aged 80-84 years;Percentage;2022;4.1
Molise;ITF2;Proportion of population aged 80 years and more;Percentage;2016;8.1
Molise;ITF2;Proportion of population aged 80 years and more;Percentage;2020;8.7
Molise;ITF2;Proportion of population aged 80 years and more;Percentage;2022;8.8
Molise;ITF2;Proportion of population aged 85 years and more;Percentage;2016;4.1
Molise;ITF2;Proportion of population aged 85 years and more;Percentage;2020;4.6
Molise;ITF2;Proportion of population aged 85 years and more;Percentage;2022;4.7
Molise;ITF2;Young-age dependency ratio 1st variant (population 0 to 14 years to population 15 to 64 years);Percentage;2016;18.1
Molise;ITF2;Young-age dependency ratio 1st variant (population 0 to 14 years to population 15 to 64 years);Percentage;2020;17.6
Molise;ITF2;Young-age dependency ratio 1st variant (population 0 to 14 years to population 15 to 64 years);Percentage;2022;17.4
Molise;ITF2;Young-age dependency ratio 2nd variant (population 0 to 19 years to population 20 to 59 years);Percentage;2016;30.8
Molise;ITF2;Young-age dependency ratio 2nd variant (population 0 to 19 years to population 20 to 59 years);Percentage;2020;30.1
Molise;ITF2;Young-age dependency ratio 2nd variant (population 0 to 19 years to population 20 to 59 years);Percentage;2022;30.2
Molise;ITF2;Young-age dependency ratio 3rd variant (population 0 to 19 years to population 20 to 64 years);Percentage;2016;27.4
Molise;ITF2;Young-age dependency ratio 3rd variant (population 0 to 19 years to population 20 to 64 years);Percentage;2020;26.5
Molise;ITF2;Young-age dependency ratio 3rd variant (population 0 to 19 years to population 20 to 64 years);Percentage;2022;26.4
Molise;ITF2;Young-age dependency ratio 4th variant (population 0 to 24 years to population 25 to 64 years);Percentage;2022;38.1
Provincia Autonoma di Bolzano/Bozen;ITH1;Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years);Percentage;2016;54.1
Provincia Autonoma di Bolzano/Bozen;ITH1;Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years);Percentage;2020;54.9
Provincia Autonoma di Bolzano/Bozen;ITH1;Age dependency ratio, 1st variant (population 0 to 14 years and 65 years or over to population 15 to 64 years);Percentage;2022;55.2
Provincia Autonoma di Bolzano/Bozen;ITH1;Age dependency ratio, 2nd variant (population 0 to 19 years and 60 years or over to population 20 to 59 years);Percentage;2016;85.0
Provincia Autonoma di Bolzano/Bozen;ITH1;Age dependency ratio, 2nd variant (population 0 to 19 years and 60 years or over to population 20 to 59 years);Percentage;2020;87.9
Provincia Autonoma di Bolzano/Bozen;ITH1;Age dependency ratio, 2nd variant (population 0 to 19 years and 60 years or over to population 20 to 59 years);Percentage;2022;90.1
Provincia Autonoma di Bolzano/Bozen;ITH1;Age dependency ratio, 3rd variant (population 0 to 19 years and 65 years or over to population 20 to 64 years);Percentage;2016;68.8
Provincia Autonoma di Bolzano/Bozen;ITH1;Age dependency ratio, 3rd variant (population 0 to 19 years and 65 years or over to population 20 to 64 years);Percentage;2020;69.3
Provincia Autonoma di Bolzano/Bozen;ITH1;Age dependency ratio, 3rd variant (population 0 to 19 years and 65 years or over to population 20 to 64 years);Percentage;2022;69.6
Provincia Autonoma di Bolzano/Bozen;ITH1;Age dependency ratio, 4th variant (population 0 to 24 years and 65 years or over to population 25 to 64 years);Percentage;2022;87.7
Provincia Autonoma di Bolzano/Bozen;ITH1;Median age of population - females;Year;2016;44.1
Provincia Autonoma di Bolzano/Bozen;ITH1;Median age of population - females;Year;2020;45.6
Provincia Autonoma di Bolzano/Bozen;ITH1;Median age of population - females;Year;2022;46.0
Provincia Autonoma di Bolzano/Bozen;ITH1;Median age of population;Year;2016;43.0
Provincia Autonoma di Bolzano/Bozen;ITH1;Median age of population;Year;2020;44.3
Provincia Autonoma di Bolzano/Bozen;ITH1;Median age of population;Year;2022;44.8
Provincia Autonoma di Bolzano/Bozen;ITH1;Median age of population - males;Year;2016;41.9
Provincia Autonoma di Bolzano/Bozen;ITH1;Median age of population - males;Year;2020;42.9
Provincia Autonoma di Bolzano/Bozen;ITH1;Median age of population - males;Year;2022;43.3
Provincia Autonoma di Bolzano/Bozen;ITH1;Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years);Percentage;2016;29.5
Provincia Autonoma di Bolzano/Bozen;ITH1;Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years);Percentage;2020;30.7
Provincia Autonoma di Bolzano/Bozen;ITH1;Old-age dependency ratio 1st variant (population 65 years or over to population 15 to 64 years);Percentage;2022;31.1
Provincia Autonoma di Bolzano/Bozen;ITH1;Old-age dependency ratio 2nd variant (population 60 years or over to population 20 to 59 years);Percentage;2016;45.0
Provincia Autonoma di Bolzano/Bozen;ITH1;Old-age dependency ratio 2nd variant (population 60 years or over to population 20 to 59 years);Percentage;2020;48.3
Provincia Autonoma di Bolzano/Bozen;ITH1;Old-age dependency ratio 2nd variant (population 60 years or over to population 20 to 59 years);Percentage;2022;50.3
Provincia Autonoma di Bolzano/Bozen;ITH1;Old-age dependency ratio 3rd variant (population 65 years or over to population 20 to 64 years);Percentage;2016;32.3
Provincia Autonoma di Bolzano/Bozen;ITH1;Old-age dependency ratio 3rd variant (population 65 years or over to population 20 to 64 years);Percentage;2020;33.6
Provincia Autonoma di Bolzano/Bozen;ITH1;Old-age dependency ratio 3rd variant (population 65 years or over to population 20 to 64 years);Percentage;2022;34.0
Provincia Autonoma di Bolzano/Bozen;ITH1;Old-age dependency ratio 4th variant (population 65 years or over to population 25 to 64 years);Percentage;2022;37.6
Provincia Autonoma di Bolzano/Bozen;ITH1;Women per 100 men;Percentage;2016;102.7
Provincia Autonoma di Bolzano/Bozen;ITH1;Women per 100 men;Percentage;2020;102.1
Provincia Autonoma di Bolzano/Bozen;ITH1;Women per 100 men;Percentage;2022;101.6
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 0-14 years;Percentage;2016;16.0
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 0-14 years;Percentage;2020;15.6
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 0-14 years;Percentage;2022;15.5
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 0-19 years;Percentage;2016;21.6
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 0-19 years;Percentage;2020;21.1
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 0-19 years;Percentage;2022;21.0
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 0-4 years;Percentage;2016;5.2
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 0-4 years;Percentage;2020;5.1
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 0-4 years;Percentage;2022;5.0
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 10-14 years;Percentage;2016;5.4
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 10-14 years;Percentage;2020;5.3
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 10-14 years;Percentage;2022;5.3
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 15-19 years;Percentage;2016;5.6
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 15-19 years;Percentage;2020;5.5
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 15-19 years;Percentage;2022;5.4
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 15-24 years;Percentage;2016;11.3
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 15-24 years;Percentage;2020;11.2
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 15-24 years;Percentage;2022;11.2
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 20-24 years;Percentage;2016;5.6
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 20-24 years;Percentage;2020;5.7
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 20-24 years;Percentage;2022;5.7
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 20-39 years;Percentage;2016;23.8
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 20-39 years;Percentage;2020;23.3
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 20-39 years;Percentage;2022;23.0
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 25-29 years;Percentage;2016;5.7
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 25-29 years;Percentage;2020;5.7
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 25-29 years;Percentage;2022;5.6
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 25-44 years;Percentage;2016;25.8
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 25-44 years;Percentage;2020;24.1
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 25-44 years;Percentage;2022;23.6
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 25-49 years;Percentage;2016;34.1
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 25-49 years;Percentage;2020;31.8
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 25-49 years;Percentage;2022;30.9
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 30-34 years;Percentage;2016;6.0
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 30-34 years;Percentage;2020;5.7
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 30-34 years;Percentage;2022;5.8
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 35-39 years;Percentage;2016;6.4
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 35-39 years;Percentage;2020;6.1
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 35-39 years;Percentage;2022;5.9
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 40-44 years;Percentage;2016;7.6
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 40-44 years;Percentage;2020;6.5
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 40-44 years;Percentage;2022;6.3
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 40-59 years;Percentage;2016;30.3
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 40-59 years;Percentage;2020;29.9
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 40-59 years;Percentage;2022;29.6
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 45-49 years;Percentage;2016;8.3
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 45-49 years;Percentage;2020;7.7
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 45-49 years;Percentage;2022;7.3
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 45-64 years;Percentage;2016;27.9
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 45-64 years;Percentage;2020;29.3
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 45-64 years;Percentage;2022;29.6
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 50-54 years;Percentage;2016;7.9
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 50-54 years;Percentage;2020;8.2
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 50-54 years;Percentage;2022;8.1
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 50-64 years;Percentage;2016;19.5
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 50-64 years;Percentage;2020;21.6
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 50-64 years;Percentage;2022;22.4
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 55-59 years;Percentage;2016;6.4
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 55-59 years;Percentage;2020;7.4
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 55-59 years;Percentage;2022;7.9
Provincia Autonoma di Bolzano/Bozen;ITH1;Proportion of population aged 5-9 years;Percentage;2016;5.3
